timestamps,TP9,AF7,AF8,TP10,Right AUX
1621213376.729,-40.039,-25.391,-44.922,1.953,0.000
1621213376.732,-48.828,-15.625,-43.945,2.930,0.000
1621213376.736,-23.926,-16.113,-34.180,14.160,0.000
1621213376.740,-20.996,-24.414,-31.738,2.441,0.000
1621213376.744,-15.625,-31.738,-38.086,-10.742,0.000
1621213376.748,-11.719,-21.484,-47.363,-46.387,0.000
1621213376.752,-30.762,-22.949,-41.016,-46.875,0.000
1621213376.756,-19.531,-29.785,-39.551,-28.320,0.000
1621213376.760,-15.137,-18.066,-40.527,-48.340,0.000
1621213376.764,-27.832,-2.441,-37.598,-65.430,0.000
1621213376.768,-18.066,-21.973,-45.410,-46.387,0.000
1621213376.772,-29.785,-31.250,-46.387,-49.316,0.000
1621213376.775,-40.039,-16.602,-44.922,-43.945,0.000
1621213376.779,-21.484,-26.855,-45.898,-24.414,0.000
1621213376.783,-25.391,-35.156,-42.480,-33.203,0.000
1621213376.787,-26.855,-32.227,-41.016,-29.785,0.000
1621213376.791,-20.020,-36.133,-30.762,-21.484,0.000
1621213376.795,-35.645,-26.855,-28.809,-5.371,0.000
1621213376.799,-26.367,-20.508,-33.203,3.906,0.000
1621213376.803,6.348,-38.086,-31.250,1.465,0.000
1621213376.807,-5.859,-38.086,-31.738,10.742,0.000
1621213376.811,-2.930,-32.715,-31.738,-0.488,0.000
1621213376.815,-4.395,-39.062,-27.832,-15.137,0.000
1621213376.818,-17.090,-21.484,-32.227,-11.230,0.000
1621213376.822,-29.785,-18.066,-38.086,-5.371,0.000
1621213376.826,-28.809,-38.574,-34.668,-11.230,0.000
1621213376.830,-29.785,-35.156,-32.227,-18.555,0.000
1621213376.834,-48.828,-29.297,-30.273,0.000,0.000
1621213376.838,-17.090,-31.250,-29.297,9.277,0.000
1621213376.842,-24.414,-34.180,-27.344,2.930,0.000
1621213376.846,-33.691,-31.250,-22.461,2.441,0.000
1621213376.850,-8.301,-24.414,-24.414,1.465,0.000
1621213376.854,-40.527,-34.668,-36.133,-10.742,0.000
1621213376.857,-43.457,-37.598,-37.598,-12.695,0.000
1621213376.861,-18.066,-40.527,-28.809,-12.207,0.000
1621213376.865,-26.367,-31.738,-30.273,-19.531,0.000
1621213376.869,-12.207,-29.297,-30.273,-9.766,0.000
1621213376.873,-11.230,-38.086,-26.367,-12.207,0.000
1621213376.877,-26.367,-39.551,-30.273,-5.859,0.000
1621213376.881,-30.273,-35.645,-31.738,2.930,0.000
1621213376.885,-29.785,-25.391,-28.809,-6.836,0.000
1621213376.889,-28.809,-24.902,-32.227,-13.672,0.000
1621213376.893,-30.762,-27.832,-36.621,-17.090,0.000
1621213376.897,-16.602,-33.691,-37.109,-20.020,0.000
1621213376.900,-20.020,-44.434,-36.621,-27.344,0.000
1621213376.904,-7.812,-31.738,-62.500,-15.137,0.000
